candidateId,value,universidad_homologada
630665b89fa239004bddc8f6,Infodat,No
630665b89fa239004bddc8f6,Eiger,No
630665b89fa239004bddc907,Administracion De Negocios Internacionales,No
630665b89fa239004bddc90f,Sise,No
630665b89fa239004bddc90f,Idat,No
630665b89fa239004bddc917,Universidad Privada Del Norte,Si
630665b89fa239004bddc91e,Cepeban,No
630665b89fa239004bddc925,Certus,No
630665b89fa239004bddc930,Universidad Peruana De Ciencias Aplicadas,Si
630665b89fa239004bddc937,Universidad Privada Del Norte,Si
630665b89fa239004bddc93f,Universidad Católica Tecnologica Del Peru,No
630665b89fa239004bddc947,Certus,No
630665b89fa239004bddc94d,Universidad Privada Del Norte,Si
630665b89fa239004bddc94d,Claret,No
630665b89fa239004bddc958,Universidad Nacional Pedro Ruiz Gallo,Si
630665b89fa239004bddc95f,Universidad Cesar Vallejo,Si
630665b89fa239004bddc966,Ifb,No
630665b89fa239004bddc977,Universidad Nacional Del Callao - Unac,Si
630665b89fa239004bddc983,Certus,No
630665b89fa239004bddc983,Universidad Peruana De Ciencias Aplicadas,Si
630665b89fa239004bddc98d,Instituto Sise,No
630665b89fa239004bddc993,Universidad San Ignacio De Loyola,Si
630665b89fa239004bddc993,Siu - San Ignacio University Of Miami,No
630665b89fa239004bddc9a7,Instituto San Ignacio De Loyola,No
630665b89fa239004bddc9b0,Universidad Tecnologica Del Perú,Si
630665b89fa239004bddc9b0,Sise,No
630665b89fa239004bddc9bb,Idat,No
630665b89fa239004bddc9ca,Insituto Certus,No
630665b89fa239004bddc9ca,Felipe Huaman Poma De Ayala,No
630665b89fa239004bddc9d2,Universidad Privada Del Norte,Si
630665b89fa239004bddc9db,Inmaculada Concepción,No
630665b89fa239004bddc9e6,Universidad Nacional Mayor De San Marcos,Si
630665b89fa239004bddc9f2,Universidad Privada Del Norte,Si
630665b89fa239004bddc9fe,Universidad San Pedro,Si
630665b89fa239004bddca06,Instituto De Diseño Y Comunicación,No
630665b89fa239004bddca0e,Universidad Nacional Del Callao,Si
630665b89fa239004bddca14,Ifb Certus,No
630665b89fa239004bddca21,Certus,No
630665b89fa239004bddca21,Trilce Los Olivos,No
630665b89fa239004bddca2b,Instituto Sise,No
630665b89fa239004bddca2b,Universidad Alas Peruanas,No
630665b89fa239004bddca34,Instituto De Aviacion Profesional Avia,No
630665b89fa239004bddca3a,Universidad Católica De Santa María,Si
630665b89fa239004bddca3a,Americo Garibaldi Ghersi,No
630665b89fa239004bddca3a,Cultural Centro De Idiomas,No
630665b89fa239004bddca42,Instituto Cibertec,No
630665b89fa239004bddca42,Instituto San Ignacio De Loyola - Isil,No
630665b89fa239004bddca42,Universidad San Ignacio De Loyola - Usil,Si
630665b89fa239004bddca4e,Ies Público Simón Bolivar,No
630665b89fa239004bddca55,Universidad Privada Del Norte,Si
630665b89fa239004bddca65,Cibertec,No
630665b89fa239004bddca6d,Universidad Alas Peruanas,No
630665b89fa239004bddca75,Universidad De San Martin De Porres - Usmp,Si
630665b89fa239004bddca80,Columbia,No
630665b89fa239004bddca87,Universidad San Luis Gonzaga,No
630665b89fa239004bddca8d,Universidad Cientifica Del Perú,No
630665b89fa239004bddca94,Universidad Nacional Del Callao,Si
630665b89fa239004bddca9a,Instituto Sergio Bernales,No
630665b89fa239004bddcab2,Icpna,No
630665b89fa239004bddcab2,Certus,No
630665b89fa239004bddcab2,Senati,No
630665b89fa239004bddcabb,Instituto De Emprendedores Usil,No
630665b89fa239004bddcac2,Instituto Peruano De Administración De Empresas - Ipae,No
630665b89fa239004bddcac8,Instituto Técnico Idat,No
630665b89fa239004bddcac8,Universidad Nacional Federico Villarreal,Si
630665b89fa239004bddcad0,Universidad Privada Del Norte - Unp,Si
630665b89fa239004bddcad0,Colegios Trilce,No
630665b89fa239004bddcadc,Instituto Superior Sise,No
630665b89fa239004bddcae5,Universidad Cesar Vallejo,Si
630665b89fa239004bddcaec,Universidad Privada San Juan Bautista,Si
630665b89fa239004bddcaec,Instituto Superior Privado Cimas,No
630665b89fa239004bddcafb,Universidad Autónoma Del Perú - Ua,Si
630665b89fa239004bddcb03,Upn,Si
630665b89fa239004bddcb03,Cibertec,No
630665b89fa239004bddcb0d,Certus,No
630665b89fa239004bddcb14,Idat,No
630665b89fa239004bddcb1b,San Ignacio  De Loyola,No
630665b89fa239004bddcb26,Univesidad Jose Carlos Mareategui,No
630665b89fa239004bddcb32,Universidad Cesar Vallejo,Si
630665b89fa239004bddcb3d,Iestp Maria Rosario Araoz Pinto,No
630665b89fa239004bddcb48,Senati,No
630665b89fa239004bddcb54,Certus,No
630665b89fa239004bddcb5b,Upc,Si
630665b89fa239004bddcb5b,Icpna,No
630665b89fa239004bddcb65,Universidad Alas Peruanas,No
630665b89fa239004bddcb6d,Instituto Superior Tecnologico Argentina,No
630665b89fa239004bddcb73,Iestp Peru - Pacifico,No
630665b89fa239004bddcb7c,Universidad Cesar Vallejo,Si
630665b89fa239004bddcb83,Sise,No
630665b89fa239004bddcb8c,Universidad Privada Del Norte,Si
630665b89fa239004bddcb8c,Certus,No
630665b89fa239004bddcb96,Instituto De Formación Bancaria - Ifb,No
630665b89fa239004bddcb9f,Upn,Si
630665b89fa239004bddcb9f,Cepeban,No
630665b89fa239004bddcba7,Universidad San Ignacio De Loyola,Si
630665b89fa239004bddcbb6,Universidad Nacional De Educacion Enrique Guzman Y Valle Une,Si
630665b89fa239004bddcbc1,Universidad Privada Del Norte,Si
630665b89fa239004bddcbc1,Cepeban,No
630665b89fa239004bddcbcb,Certus,No
630665b89fa239004bddcbd7,Cepeban,No
630665b89fa239004bddcbd7,John Dewey,No
630665b89fa239004bddcbde,Universidad Ricardo Palma,Si
630665b89fa239004bddcbee,Instituto De Emprendedores Usil,No
630665b89fa239004bddcbf4,Instituto Superior Fundación Pachacutec,No
630665b89fa239004bddcbfc,Instituto De Formación Bancaria - Ifb,No
630665b89fa239004bddcc04,Certus,No
630665b89fa239004bddcc10,Ifb Certus,No
630665b89fa239004bddcc1a,Certus,No
630665b89fa239004bddcc27,Universidad Privada Norbert Wiener,Si
630665b89fa239004bddcc2e,Universidad Peruana De Ciencias Aplicadas - Upc,Si
630665b89fa239004bddcc37,Idat,No
630665b89fa239004bddcc3e,Idat,No
630665b89fa239004bddcc48,I.e.s.t.p Perú Pacifico,No
630665b89fa239004bddcc4f,Certus,No
630665b89fa239004bddcc4f,Cibertec,No
630665b89fa239004bddcc63,Universidad César Vallejo,Si
630665b89fa239004bddcc6c,Instituto San Ignacio De Loyola,No
630665b89fa239004bddcc6c,Universidad San Martin De Porres,Si
630665b89fa239004bddcc78,Iep Túpac Amaru,No
630665b89fa239004bddcc7f,Instituto Cibertec,No
630665b89fa239004bddcc88,Universidad San Martín De Porres,Si
630665b89fa239004bddcc92,Universidad Nacional De Cañete,Si
630665b89fa239004bddcc9e,Universidad Cesar Vallejo,Si
630665b89fa239004bddcc9e,Adex,No
630665b89fa239004bddcca8,Zegel Ipae,No
630665b89fa239004bddccb1,Ifb Certus,No
630665b89fa239004bddccc0,Instituto De Formación Bancaria Certus,No
630665b89fa239004bddccc8,Zegel Ipae,No
630665b89fa239004bddccd1,Cepeban,No
630665b89fa239004bddccdd,Certus,No
630665b89fa239004bddccdd,I.e N 0074 Fernando Belaúnde Terry,No
630665b89fa239004bddcced,Centro Bancario Del Peru,No
630665b89fa239004bddcced,Instituto Cesca,No
630665b89fa239004bddccfd,Certus,No
630665b89fa239004bddcd04,Certus,No
630665b89fa239004bddcd10,Certus,No
630665b89fa239004bddcd1a,El Britanico,No
630665b89fa239004bddcd1a,Universidad Privada Del Norte,Si
630665b89fa239004bddcd23,Instituto De Formación Bancaria - Ifb,No
630665b89fa239004bddcd2d,Oscar Arteta Terzi,No
630665b89fa239004bddcd34,Certus,No
630665b89fa239004bddcd3c,Universidad César Vallejo,Si
630665b89fa239004bddcd43,Certus,No
630665b89fa239004bddcd4a,Iestp Maria Rosario Araoz Pinto,No
630665b89fa239004bddcd51,Universidad Andina Del Cusco,Si
630665b89fa239004bddcd51,Colegio San Francisco De Asis - Cusco,No
630665b89fa239004bddcd5c,Cibertec,No
630665b89fa239004bddcd68,Instituto De Formación Bancaria - Ifb,No
630665b89fa239004bddcd70,Instituto Tecnológico Sise,No
630665b89fa239004bddcd77,Universidad Cesar Vallejo,Si
630665b89fa239004bddcd77,I.e.p Juan Pablo Peregrino,No
630665b89fa239004bddcd7e,Universidad Privada Del Norte,Si
630665b89fa239004bddcd85,Telesup,No
630665b89fa239004bddcd8c,Sise,No
630665b89fa239004bddcd92,Senati,No
630665b89fa239004bddcd98,Universidad César Vallejo,Si
630665b89fa239004bddcd98,Cibertec,No
630665b89fa239004bddcda0,Instituto Financiero,No
630665b89fa239004bddcda0,Universidad Nacional Del Altiplano,Si
630665b89fa239004bddcda0,Universidad Nacional Del Altiplano,Si
630665b89fa239004bddcdaa,Instituto Superior Tecnológico El Buen Pastor,No
630665b89fa239004bddcdb1,Ifb Certus,No
630665b89fa239004bddcdbe,Universidad Tecnológica Del Perú,Si
630665b89fa239004bddcdc5,Cibertec,No
630665b89fa239004bddcdc5,Ifb,No
630665b89fa239004bddcdd0,Universidad Privada Del Norte - Upn,Si
630665b89fa239004bddcdd8,Universidad Cesar Vallejo,Si
630665b89fa239004bddcde0,Instituto De Administración De Empresas,No
630665b89fa239004bddcde0,I. E. Augusto Salazar Bondy 2023,No
630665b89fa239004bddcde8,Certus,No
630665b89fa239004bddcdf0,Certus,No
630665b89fa239004bddcdf8,Certus,No
630665b89fa239004bddce03,Sise Instituto,No
630665b89fa239004bddce0a,Universidad Nacional Micaela Bastidas De Apurimac,Si
630665b89fa239004bddce10,Unfv,Si
630665b89fa239004bddce19,Universidad Privada Del Norte,Si
630665b89fa239004bddce23,Certus,No
630665b89fa239004bddce23,Certus,No
630665b89fa239004bddce2b,Computron,No
630665b89fa239004bddce34,Universidad Privada Del Norte,Si
630665b89fa239004bddce3d,Universidad Católica De Santa María,Si
630665b89fa239004bddce44,Cibertec,No
630665b89fa239004bddce4b,Isil,No
630665b89fa239004bddce55,Sise,No
630665b89fa239004bddce62,Universidad De Lima,Si
630665b89fa239004bddce62,Asociación Cultural Peruano Británico,No
630665b89fa239004bddce69,Certus,No
630665b89fa239004bddce71,Universidad Privada Del Norte,Si
630665b89fa239004bddce78,Escuela Isil,No
630665b89fa239004bddce78,Isil,No
630665b89fa239004bddce82,Universidad Privada Del Norte,Si
630665b89fa239004bddce8a,Universidad Cesar Vallejo,Si
630665b89fa239004bddce8a,Iestp Euroidiomas  Lits Lima,No
630665b89fa239004bddce93,María De Los Ángeles Cimas,No
630665b89fa239004bddce99,Certus,No
630665b89fa239004bddce99,República De Colombia,No
630665b89fa239004bddcea2,Certus,No
630665b89fa239004bddceaa,Universidad Privada Del Norte - Upn,Si
630665b89fa239004bddceb3,Instituto Superior De Formación Bancaria Certus,No
630665b89fa239004bddcec2,Universidad Cesar Vallejo,Si
630665b89fa239004bddcec8,Instituto Sise,No
630665b89fa239004bddcecf,Icpna,No
630665b89fa239004bddcecf,Zegel Ipae,No
630665b89fa239004bddcede,Instituto De Formacion Bancaria,No
630665b89fa239004bddcee7,Instituto De Educacion Superior Tecnologico Privado Idatur,No
630665b89fa239004bddceef,Universidad Privada Del Norte,Si
630665b89fa239004bddcef6,Universidad José Carlos Mariategui,No
630665b89fa239004bddcef6,I.e.e. Daniel Becerra Ocampo,No
630665b89fa239004bddcf00,Universidad Cesar Vallejo - Ucv,Si
630665b89fa239004bddcf08,Ifb Certus,No
630665b89fa239004bddcf0e,Universidad Nacional Federico Villareal,Si
630665b89fa239004bddcf16,Pucp,Si
630665b89fa239004bddcf1e,Instituto Superior Sise,No
630665b89fa239004bddcf2c,Universidad Tecnológica Del Peru,Si
630665b89fa239004bddcf32,Universidad Privada Del Norte,Si
630665b89fa239004bddcf32,Iep Jesús Divino Creador,No
630665b89fa239004bddcf3a,Universidad Nacional Mayor De San Marcos,Si
630665b89fa239004bddcf40,Universidad Nacional Del Centro Del Perú,Si
630665b89fa239004bddcf4e,Certus,No
630665b89fa239004bddcf4e,Icpna,No
630665b89fa239004bddcf58,Zegel Ipae,No
630665b89fa239004bddcf5e,Universidad Pivada Del Norte,Si
630665b89fa239004bddcf66,Universidad Roosevelt,No
630665b89fa239004bddcf71,Certus,No
630665b89fa239004bddcf7e,Universidad Ricardo Palma,Si
630665b89fa239004bddcf86,Ifb Certus,No
630665b89fa239004bddcf8c,Ifb Certus,No
630665b89fa239004bddcf95,Manuel Scorza Torres,No
630665b89fa239004bddcfa5,Universidad Privada Del Norte,Si
630665b89fa239004bddcfab,Universidad Antonio Ruiz De Montoya,Si
630665b89fa239004bddcfb1,Autónoma Del Perú,No
630665b89fa239004bddcfb8,Universidad Tecnológica Del Peru,Si
630665b89fa239004bddcfbe,Instituto Superior Sise,No
630665b89fa239004bddcfc4,Certus,No
630665b89fa239004bddcfd1,Universidad San Pedro,Si
630665b89fa239004bddcfd7,Sise (independencia),No
630665b89fa239004bddcfde,Instituto De Formación Bancaria - Certus,No
630665b89fa239004bddcfe4,Senati,No
630665b89fa239004bddcfe4,Certus,No
630665b89fa239004bddcfeb,Universidad Catolica Los Angeles De Chimbote,No
630665b89fa239004bddcff2,Universidad San Martin De Porres,Si
630665b89fa239004bddd001,Iestp Adolfo Vienrich,No
630665b89fa239004bddd001,Coar - Pasco,No
630665b89fa239004bddd008,Instituto Nacional Tecnologico Maria Rosario Araoz Pinto,No
630665b89fa239004bddd00e,Universidad Nacional Mayor De San Marcos,Si
630665b89fa239004bddd01b,Universidad Tecnológica Del Perú - Utp,No
630665b89fa239004bddd024,Certus,No
630665b89fa239004bddd02b,Universidad Tecnologica Del Perú,Si
630665b89fa239004bddd032,Universidad Alas Peruanas - Uap,No
630665b89fa239004bddd03c,Sise,No
630665b89fa239004bddd03c,Unife,Si
630665b89fa239004bddd044,Utp,Si
630665b89fa239004bddd04b,Universidad Cesar Vallejo,Si
630665b89fa239004bddd052,Icpna,No
630665b89fa239004bddd058,I.s.t.p Santiago Antunez De Mayolo - Huancayo,No
630665b89fa239004bddd060,Certus,No
630665b89fa239004bddd068,Administracion Bancaria,No
630665b89fa239004bddd068,I.e Raul Porras Barrenechea,No
630665b89fa239004bddd074,Instituto Superior San Ignacio De Loyola (isil),No
630665b89fa239004bddd074,Javier Prado 07,No
630665b89fa239004bddd07d,Certus,No
630665b89fa239004bddd088,Universidad Tecnológica Del Perú,Si
630665b89fa239004bddd08e,Instituto Santa Rosa,No
630665b89fa239004bddd094,Instituto De Formación Bancaria - Ifb,No
630665b89fa239004bddd09c,Utp,Si
630665b89fa239004bddd09c,Instituto De Formación Bancaria Ifb,No
630665b89fa239004bddd0a7,Instituto De Educación Superior Privado Certus,No
630665b89fa239004bddd0b0,Universidad Tecnológica Del Perú,Si
630665b89fa239004bddd0b7,Cibertec,No
630665b89fa239004bddd0bd,Adex,No
630665b89fa239004bddd0c3,Instituto Zegel Ipae,No
630665b89fa239004bddd0c3,Universidad Nacional San Luis Gonzaga De Ica - Unica,Si
630665b89fa239004bddd0cc,Universidad De Lima,Si
630665b89fa239004bddd0d2,Universidad Peruana De Ciencias Aplicadas,Si
630665b89fa239004bddd0df,Universidad Nacional Del Callao,Si
630665b89fa239004bddd0e5,Instituto Sise,No
630665b89fa239004bddd0ee,Instituto Certus,No
630665b89fa239004bddd0f5,Ifb Certus,No
630665b89fa239004bddd100,Ifbcertus,No
630665b89fa239004bddd108,Idat,No
630665b89fa239004bddd108,Certus,No
630665b89fa239004bddd110,Idat,No
630665b89fa239004bddd116,Escuela Naval,No
630665b89fa239004bddd122,Columbia,No
630665b89fa239004bddd12d,Cepeban,No
630665b89fa239004bddd13d,Certus,No
630665b89fa239004bddd144,Cetro Aduatel,No
630665b89fa239004bddd14b,Universidad Peruana De Ciencias Aplicadas,Si
630665b89fa239004bddd153,Universidad Privada Del Norte,Si
630665b89fa239004bddd15e,Universidad Privada Del Norte,Si
630665b89fa239004bddd15e,I.e Pnp Martin Esquicha Bernedo,No
630665b89fa239004bddd168,Ifb Certus,No
630665b89fa239004bddd174,Universidad San Ignacio De Loyola - Usil,Si
630665b89fa239004bddd17e,Universidad Nacional San Luis Gonzaga De Ica - Unica,Si
630665b89fa239004bddd192,Universidad Cesar Vallejo,Si
630665b89fa239004bddd192,Universidad Cesar Vallejo - Ucv,Si
630665b89fa239004bddd192,Instituto De Formación Bancaria - Ifb,No
630665b89fa239004bddd192,Santa Magdalena Sofia,No
630665b89fa239004bddd1a1,Autónoma Del Perú,No
630665b89fa239004bddd1a8,Universidad Tecnologica Del Perú,Si
630665b89fa239004bddd1a8,Instituto Cultural Britanico,No
630665b89fa239004bddd1af,Universidad San Martín De Porres,Si
630665b89fa239004bddd1b5,Universidad Nacional Mayor De San Marcos,Si
630665b89fa239004bddd1bd,Ifb Certus,No
630665b89fa239004bddd1bd,Ifb Certus,No
630665b89fa239004bddd1c6,Universidad Ricardo Palma,Si
630665b89fa239004bddd1d2,Universidad San Ignacio De Loyola,Si
630665b89fa239004bddd1dc,Universidad Cesar Vallejo,Si
630665b89fa239004bddd1e2,Instituto Certus,No
630665b89fa239004bddd1e2,Instituto Sise,No
630665b89fa239004bddd1e2,Sise,No
630665b89fa239004bddd1eb,Universidad Del Pacífico,Si
630665b89fa239004bddd1f8,Universidad Cesar Vallejo,Si
630665b89fa239004bddd1ff,Universidad Nacional De San Agustín,Si
630665b89fa239004bddd205,Universidad San Ignacio De Loyola,Si
630665b89fa239004bddd205,Instituto Robert Owen,No
630665b89fa239004bddd20d,Certus,No
630665b89fa239004bddd216,Instituto Superior Sise,No
630665b89fa239004bddd21f,Sabio Antúnez De Mayolo,No
630665b89fa239004bddd225,Certus,No
630665b89fa239004bddd22c,Universidad Autónoma Del Perú - Ua,Si
630665b89fa239004bddd22c,Camara De Comercio,No
630665b89fa239004bddd233,Zegel Ipae,No
630665b89fa239004bddd233,Unimaster,No
630665b89fa239004bddd23c,Cepeban,No
630665b89fa239004bddd244,Addis,No
630665b89fa239004bddd253,Universidad Autónoma Del Perú,Si
630665b89fa239004bddd25a,Universidad Privada Del Norte,Si
630665b89fa239004bddd260,Cesar Vallejo,No
630665b89fa239004bddd260,Ifb Certus,No
630665b89fa239004bddd268,Universidad Peruana Los Andes,Si
630665b89fa239004bddd270,Peru Francia,No
630665b89fa239004bddd283,Universidad Peruana De Ciencias Aplicadas - Upc,Si
630665b89fa239004bddd283,Innova Schools,No
630665b89fa239004bddd28c,Certus,No
630665b89fa239004bddd293,Administración Bancaria Y Financiera,No
630665b89fa239004bddd29a,Sise,No
630665b89fa239004bddd2a6,Zegel Ipae,No
630665b89fa239004bddd2a6,I.e.p Asunción De Maria,No
630665b89fa239004bddd2b0,Unife,Si
630665b89fa239004bddd2b7,Adex,No
630665b89fa239004bddd2b7,Universidad Privada Telesup,No
630665b89fa239004bddd2c1,Certus,No
630665b89fa239004bddd2c8,Cs.economicas,No
630665b89fa239004bddd2cf,Antenor Orrego Espinoza,No
630665b89fa239004bddd2d6,Certus,No
630665b89fa239004bddd2e2,Upc,Si
630665b89fa239004bddd2ea,Certus,No
630665b89fa239004bddd2f2,Pitagoras,No
630665b89fa239004bddd2fa,Senati,No
630665b89fa239004bddd30b,Isil,No
630665b89fa239004bddd30b,Peruano Británico,No
630665b89fa239004bddd316,Certus,No
630665b89fa239004bddd31d,Universidad De Extremadura- España,No
630665b89fa239004bddd31d,Ies Pérez Comendador- España,No
630665b89fa239004bddd325,Universidad Cesar Vallejo,Si
630665b89fa239004bddd332,Universidad Cesar Vallejo,Si
630665b89fa239004bddd332,Británico,No
630665b89fa239004bddd33a,Ifb Certus,No
630665b89fa239004bddd33a,Poussin,No
630665b89fa239004bddd343,Universidad Cesar Vallejo,Si
630665b89fa239004bddd34c,Certus,No
630665b89fa239004bddd358,Universidad Cesar Vallejo,Si
630665b89fa239004bddd35f,Upc,Si
630665b89fa239004bddd366,Universidad Tecnológica Del Peru,Si
630665b89fa239004bddd371,Instituto San Ignacio De Loyola,No
630665b89fa239004bddd378,Idat,No
630665b89fa239004bddd378,Idat,No
630665b89fa239004bddd382,Instituto Superior Tecnológico - Idat,No
630665b89fa239004bddd389,Istp Argentina,No
630665b89fa239004bddd393,Universidad Esan,Si
630665b89fa239004bddd393,Asociación Cultural Peruano Británica (británico),No
630665b89fa239004bddd39e,Ifb Certus,No
630665b89fa239004bddd3b7,Universidad Privada Antenor Orrego,Si
630665b89fa239004bddd3c0,Universidad Nacional De La Amazonía Peruana,Si
630665b89fa239004bddd3c0,Liceo Naval Capitán De Navío Francisco Carrasco Távara,No
630665b89fa239004bddd3cd,Instituto Superior Certus,No
630665b89fa239004bddd3d4,Instituto Superior Sise,No
630665b89fa239004bddd3dc,Universidad Privada Del Norte,Si
630665b89fa239004bddd3e3,Upn,Si
630665b89fa239004bddd3ea,Instituto Continental,No
630665b89fa239004bddd3f4,Instituto Gilda Liliana Ballivian Rosado,No
630665b89fa239004bddd3f4,Instituto Sise,No
630665b89fa239004bddd3fe,Upn,Si
630665b89fa239004bddd3fe,I.e 5097 San Juan Macias,No
630665b89fa239004bddd40a,Instituto De Formacion Bancaria,No
630665b89fa239004bddd415,Universidad Tecnológica Del Perú,Si
630665b89fa239004bddd421,Universidad Cesar Vallejo,Si
630665b89fa239004bddd428,Universidad Cesar Vallejo - Ucv,Si
630665b89fa239004bddd431,I.f.b Certus,No
630665b89fa239004bddd438,Universidad De San Martín De Porres,Si
630665b89fa239004bddd445,Universidad Privada Del Norte,Si
630665b89fa239004bddd44c,Instituto Continental,No
630665b89fa239004bddd453,Instituto San Ignacio De Loyola,No
630665b89fa239004bddd45a,Universidad De San Martin De Porres - Usmp,Si
630665b89fa239004bddd463,Universidad San Martin De Porres,Si
630665b89fa239004bddd463,Liceo Naval Germán Astete,No
630665b89fa239004bddd46c,Certus,No
630665b89fa239004bddd46c,Intur Peru,No
630665b89fa239004bddd476,Senati,No
630665b89fa239004bddd47e,Britanico,No
630665b89fa239004bddd47e,Isil,No
630665b89fa239004bddd486,Universidad Continental,Si
630665b89fa239004bddd490,Universidad Esan,Si
630665b89fa239004bddd490,Certus,No
630665b89fa239004bddd497,Universidad Cesar Vallejo,Si
630665b89fa239004bddd4a0,Idat,No
630665b89fa239004bddd4a7,Universidad Andina Néstor Cáceres Velásquez - Uancv,No
630665b89fa239004bddd4b7,Universidad Peruana Unión,Si
630665b89fa239004bddd4bf,Universidad San Ignacio De Loyola,Si
630665b89fa239004bddd4bf,Universidad Privada Del Norte,Si
630665b89fa239004bddd4bf,I.e.p  Ingenieros Uni,No
630665b89fa239004bddd4ca,Zegel Ipae,No
630665b89fa239004bddd4d1,Universidad Cesar Vallejo,Si
630665b89fa239004bddd4d7,Universidad Autonoma Del Peru,Si
630665b89fa239004bddd4d7,Universidad Alas Peruanas,No
630665b89fa239004bddd4df,Cpeei. Nuestra Señora De Montserrat,No
630665b89fa239004bddd4e5,Cepeban,No
630665b89fa239004bddd4e5,Cepeban,No
630665b89fa239004bddd4f7,Isil,No
630665b89fa239004bddd4fe,Instituto De Formación Bancaria,No
630665b89fa239004bddd507,Idat,No
630665b89fa239004bddd50e,Instituto Superior Tecnológico Público Julio Cesar Tello,No
630665b89fa239004bddd516,Universidad Peruana De Ciencias Aplicadas,Si
630665b89fa239004bddd516,Instituto De Formación Bancaria Certus,No
630665b89fa239004bddd51e,Cepeban,No
630665b89fa239004bddd525,Universidad Privada Del Norte,Si
630665b89fa239004bddd52d,Universidad Cesar Vallejo,Si
630665b89fa239004bddd538,Universidad San Martin De Porres,Si
630665b89fa239004bddd541,Instituto Sise,No
630665b89fa239004bddd549,Centro Peruano De  Estudios Bancarios - Cepeban,No
630665b89fa239004bddd554,Toulouse Lautrec,No
630665b89fa239004bddd55a,Isil,No
630665b89fa239004bddd55a,Avia,No
630665b89fa239004bddd55a,María Auxiliadora - Breña,No
630665b89fa239004bddd565,Instituto Superior Tecnológico Argentina,No
630665b89fa239004bddd565,Cesar Vallejo,No
630665b89fa239004bddd570,Instituto Del Sur,No
630665b89fa239004bddd576,Universidad Cesar Vallejo,Si
630665b89fa239004bddd576,Adex,No
630665b89fa239004bddd57f,Certus,No
630665b89fa239004bddd586,Certus,No
630665b89fa239004bddd58c,Instituto Sise,No
630665b89fa239004bddd593,Icpna,No
630665b89fa239004bddd593,Universidad Nacional Mayor De San Marcos,Si
630665b89fa239004bddd59c,Universidad San Luis Gonzaga De Ica,Si
630665b89fa239004bddd5a2,Certus,No
630665b89fa239004bddd5a9,Universidad San Ignacio De Loyola,Si
630665b89fa239004bddd5af,Universidad Privada Del Norte,Si
630665b89fa239004bddd5b6,Instituto De Formación Bancaria - Ifb Certus,No
630665b89fa239004bddd5be,Certus,No
630665b89fa239004bddd5c7,Instituto Sise,No
630665b89fa239004bddd5ce,Certus,No
630665b89fa239004bddd5d5,Asociación De Educación Empresarial Continua - Adec,No
630665b89fa239004bddd5d5,Universidad Cientifica Del Sur,Si
630665b89fa239004bddd5d5,Instituto Superior Sise,No
630665b89fa239004bddd5de,N° 200 – Pgpe       Tte. Crl “ Alfredo Bonifaz “,No
630665b89fa239004bddd5e9,Ifb Certus,No
630665b89fa239004bddd5f0,Ifb Certus,No
630665b89fa239004bddd5f7,Certus,No
630665b89fa239004bddd5fe,Upc,Si
630665b89fa239004bddd60a,Idat,No
630665b89fa239004bddd612,Instituto Certus,No
630665b89fa239004bddd619,Universidad Nacional De Moquegua,Si
630665b89fa239004bddd619,Luis  E. Valcárcel,No
630665b89fa239004bddd622,Británico,No
630665b89fa239004bddd629,Colegio El Carmelo,No
630665b89fa239004bddd630,Instituto Tecnológico Idat,No
630665b89fa239004bddd644,Universidad Privada Telesup,No
630665b89fa239004bddd64e,Cibertec,No
630665b89fa239004bddd655,Universidad,Si
630665b89fa239004bddd65c,Certus,No
630665b89fa239004bddd65c,Certus,No
630665b89fa239004bddd665,Universidad Tecnológica Del Perú,Si
630665b89fa239004bddd665,Colegio Nicolás Copérnico Sjl,No
630665b89fa239004bddd672,Universidad Privada Del Norte,Si
630665b89fa239004bddd67a,Ifb Certus,No
630665b89fa239004bddd682,Certus,No
630665b89fa239004bddd689,Universidad Tecnológica Del Perú,Si
630665b89fa239004bddd689,Ifb Certus,No
630665b89fa239004bddd698,Universidad Tecnológica Del Perú,Si
630665b89fa239004bddd6a3,Instituto Superior Tecnico Profesional Carlos Cueto Fernandini,No
630665b89fa239004bddd6ab,Universidad Tecnológica Del Perú,Si
630665b89fa239004bddd6b1,Universidad Alas Peruanas,No
630665b89fa239004bddd6bd,Universidad César Vallejo,Si
630665b89fa239004bddd6c3,Ifb Certus,No
630665b89fa239004bddd6ca,Universidad Autónoma Del Perú,Si
630665b89fa239004bddd6d4,Universidad Privada Del Norte,Si
630665b89fa239004bddd6db,Idat,No
630665b89fa239004bddd6e2,Universidad Peruana De Ciencias Aplicadas (upc),Si
630665b89fa239004bddd6e2,Instituto De Idiomas De La Pontificia Universidad Católica Del Perú,No
630665b89fa239004bddd6e2,Instituto Superior Columbia,No
630665b89fa239004bddd6e2,Instituto Cultural Peruano Norteamericano (icpna),No
630665b89fa239004bddd6e2,Liceo Naval Contralmirante Lizardo Montero,No
630665b89fa239004bddd6f1,Certus-ate,No
630665b89fa239004bddd6f9,Universidad Nacional Federico Villarreal,Si
630665b89fa239004bddd6ff,Intur Peru,No
630665b89fa239004bddd6ff,Instituto Peruano Britanico,No
630665b89fa239004bddd6ff,Universidad De Ingenieria,Si
630665b89fa239004bddd714,Certus,No
630665b89fa239004bddd71a,Universidad Nacional Del Callao,Si
630665b89fa239004bddd72c,Universida Peruana De Ciencias Aplicadas,Si
